,length,capacity,sampling,quality score,clearness score,inverter clipping,clipped fraction,capacity change,data quality warning,time shift correction,time zone correction,name,total_time
0,1.082191780821918,3.001,15.0,0.9189873417721519,0.5417721518987342,False,0.007594936708860759,False,False,False,0.0,001C4B0008A5_001C4B001030_SPR-4000m-U,9.774123430252075
1,3.6,2.9939499616622895,15.0,0.5228310502283106,0.22146118721461186,False,0.00532724505327245,False,False,False,0.0,001C4B0008A5_2000541734.0_SPR-4000m-U,11.29427433013916
2,0.7041095890410959,3.082249975204468,15.0,0.01556420233463035,0.0,False,0.0,False,True,False,0.0,001C4B0008A5_2000541734_SPR-4000m-U,6.815557956695557
3,3.6,2.950999975204468,15.0,0.2404870624048706,0.0958904109589041,False,0.00380517503805175,False,False,False,0.0,001C4B0008A5_2000541786.0_SPR-4000m-U,10.650352001190186
4,1.0904109589041096,2.8753499999999987,15.0,0.9321608040201005,0.5527638190954773,True,0.035175879396984924,False,True,False,0.0,001C4B001069_001C4B001069_SPR-4000m-U,9.566287755966187
5,0.6356164383561644,2.820500075817108,15.0,0.017241379310344827,0.0,False,0.004310344827586207,False,True,False,0.0,001C4B001069_2000541786_SPR-4000m-U,6.6414594650268555
6,1.7643835616438357,4.66,15.0,0.4658385093167702,0.2484472049689441,True,0.015527950310559006,False,False,False,0.0,0022F2000C2D_0022F2000C2D_SPR-7000m-U,11.765269756317139
7,1.7643835616438357,3.102,15.0,0.4518633540372671,0.2360248447204969,True,0.018633540372670808,False,False,False,0.0,0022F2000C2D_0022F2000C8C_SPR-4000m-U,12.088355779647827
8,4.276712328767124,4.888999938964844,15.0,0.7924407431133889,0.433055733504164,False,0.0,False,True,False,0.0,0022F2000C2D_2000500303_SPR-7000m-U,23.95355200767517
9,4.276712328767124,3.240000009536743,15.0,0.7930813581037797,0.42857142857142855,True,0.010890454836643177,False,True,False,0.0,0022F2000C2D_2000637337_SPR-4000m-U,25.416601419448853
10,0.6328767123287671,5.913000106811523,15.0,0.8181818181818182,0.3722943722943723,True,0.012987012987012988,False,True,False,0.0,0022F200152D_2000604074.0_SPR-7000m-U,7.415426254272461
11,1.7698630136986302,3.836,15.0,0.9566563467492261,0.46594427244582043,False,0.0015479876160990713,False,True,False,0.0,0022F2002DCE_0022F2002E48_SPR-5000m-U,11.62817096710205
12,0.6109589041095891,3.4605000019073486,15.0,0.9820627802690582,0.36771300448430494,False,0.008968609865470852,False,True,False,0.0,0022F2002DCE_2000682875.0_SPR-5000m-U,7.677237272262573
13,4.276712328767124,3.946000099182129,15.0,0.6617552850736708,0.3638693145419603,False,0.005765534913516977,False,True,False,0.0,0022F2002DCE_2000682875_SPR-5000m-U,23.57739758491516
14,2.1506849315068495,5.360000133514404,15.0,0.6305732484076433,0.3592356687898089,True,0.012738853503184714,False,True,False,0.0,0022F2002E82_2000624352_SPR-7000m-U,12.45487642288208
15,0.4904109589041096,1.905,15.0,0.25139664804469275,0.0,True,0.0223463687150838,False,True,False,0.0,0022F2005446_0022F200501B_SPR-7000m-U,6.33196496963501
16,0.5753424657534246,5.714000225067139,15.0,0.8714285714285714,0.3904761904761905,True,0.03333333333333333,False,True,False,0.0,0022F2005446_2000623844.0_SPR-7000m-U,7.583911418914795
