site,meas_name,ts,sensor,meas_val_f
ZT162185000441C1203,ac_power,2018-11-08 17:30:00,064744-3N00-4514_TRIO-27.6-480,16.6313
ZT162185000441C1203,ac_power,2018-11-08 17:35:00,064744-3N00-4514_TRIO-27.6-480,16.397
ZT162185000441C1203,ac_power,2018-11-08 17:40:00,064744-3N00-4514_TRIO-27.6-480,17.1279
ZT162185000441C1203,ac_power,2018-11-08 17:45:00,064744-3N00-4514_TRIO-27.6-480,17.4956
ZT162185000441C1203,ac_power,2018-11-08 17:50:00,064744-3N00-4514_TRIO-27.6-480,18.0648
ZT162185000441C1203,ac_power,2018-11-08 17:55:00,064744-3N00-4514_TRIO-27.6-480,18.175
ZT162185000441C1203,ac_power,2018-11-08 18:00:00,064744-3N00-4514_TRIO-27.6-480,18.386
ZT162185000441C1203,ac_power,2018-11-08 18:05:00,064744-3N00-4514_TRIO-27.6-480,18.5549
ZT162185000441C1203,ac_power,2018-11-08 18:10:00,064744-3N00-4514_TRIO-27.6-480,18.827
ZT162185000441C1203,ac_power,2018-11-08 18:15:00,064744-3N00-4514_TRIO-27.6-480,19.0708
ZT162185000441C1203,ac_power,2018-11-08 18:20:00,064744-3N00-4514_TRIO-27.6-480,19.1852
ZT162185000441C1203,ac_power,2018-11-08 18:25:00,064744-3N00-4514_TRIO-27.6-480,19.1213
ZT162185000441C1203,ac_power,2018-11-08 18:30:00,064744-3N00-4514_TRIO-27.6-480,19.5916
ZT162185000441C1203,ac_power,2018-11-08 18:35:00,064744-3N00-4514_TRIO-27.6-480,19.7253
ZT162185000441C1203,ac_power,2018-11-08 18:40:00,064744-3N00-4514_TRIO-27.6-480,19.6905
ZT162185000441C1203,ac_power,2018-11-08 18:45:00,064744-3N00-4514_TRIO-27.6-480,19.8574
ZT162185000441C1203,ac_power,2018-11-08 18:50:00,064744-3N00-4514_TRIO-27.6-480,19.9859
ZT162185000441C1203,ac_power,2018-11-08 18:55:00,064744-3N00-4514_TRIO-27.6-480,20.0983
ZT162185000441C1203,ac_power,2018-11-08 19:00:00,064744-3N00-4514_TRIO-27.6-480,20.1974
ZT162185000441C1203,ac_power,2018-11-08 19:05:00,064744-3N00-4514_TRIO-27.6-480,20.2206
ZT162185000441C1203,ac_power,2018-11-08 19:10:00,064744-3N00-4514_TRIO-27.6-480,20.3415
ZT162185000441C1203,ac_power,2018-11-08 19:15:00,064744-3N00-4514_TRIO-27.6-480,20.358
ZT162185000441C1203,ac_power,2018-11-08 19:20:00,064744-3N00-4514_TRIO-27.6-480,20.2992
ZT162185000441C1203,ac_power,2018-11-08 19:25:00,064744-3N00-4514_TRIO-27.6-480,20.4974
ZT162185000441C1203,ac_power,2018-11-08 19:30:00,064744-3N00-4514_TRIO-27.6-480,20.4431
ZT162185000441C1203,ac_power,2018-11-08 19:35:00,064744-3N00-4514_TRIO-27.6-480,20.3004
ZT162185000441C1203,ac_power,2018-11-08 19:40:00,064744-3N00-4514_TRIO-27.6-480,20.3333
ZT162185000441C1203,ac_power,2018-11-08 19:45:00,064744-3N00-4514_TRIO-27.6-480,20.364
ZT162185000441C1203,ac_power,2018-11-08 19:50:00,064744-3N00-4514_TRIO-27.6-480,20.1731
ZT162185000441C1203,ac_power,2018-11-08 19:55:00,064744-3N00-4514_TRIO-27.6-480,20.0737
ZT162185000441C1203,ac_power,2018-11-08 20:00:00,064744-3N00-4514_TRIO-27.6-480,20.0787
ZT162185000441C1203,ac_power,2018-11-08 20:05:00,064744-3N00-4514_TRIO-27.6-480,19.9658
ZT162185000441C1203,ac_power,2018-11-08 20:10:00,064744-3N00-4514_TRIO-27.6-480,19.9711
ZT162185000441C1203,ac_power,2018-11-08 20:15:00,064744-3N00-4514_TRIO-27.6-480,19.7924
ZT162185000441C1203,ac_power,2018-11-08 20:20:00,064744-3N00-4514_TRIO-27.6-480,19.6829
ZT162185000441C1203,ac_power,2018-11-08 20:25:00,064744-3N00-4514_TRIO-27.6-480,19.4167
ZT162185000441C1203,ac_power,2018-11-08 20:30:00,064744-3N00-4514_TRIO-27.6-480,19.4862
ZT162185000441C1203,ac_power,2018-11-08 20:35:00,064744-3N00-4514_TRIO-27.6-480,19.4451
ZT162185000441C1203,ac_power,2018-11-08 20:40:00,064744-3N00-4514_TRIO-27.6-480,19.2661
ZT162185000441C1203,ac_power,2018-11-08 20:50:00,064744-3N00-4514_TRIO-27.6-480,18.7829
ZT162185000441C1203,ac_power,2018-11-08 20:55:00,064744-3N00-4514_TRIO-27.6-480,18.5571
ZT162185000441C1203,ac_power,2018-11-08 21:00:00,064744-3N00-4514_TRIO-27.6-480,18.3041
ZT162185000441C1203,ac_power,2018-11-08 21:05:00,064744-3N00-4514_TRIO-27.6-480,18.1081
ZT162185000441C1203,ac_power,2018-11-08 21:10:00,064744-3N00-4514_TRIO-27.6-480,17.7186
ZT162185000441C1203,ac_power,2018-11-08 21:15:00,064744-3N00-4514_TRIO-27.6-480,17.5087
ZT162185000441C1203,ac_power,2018-11-08 21:20:00,064744-3N00-4514_TRIO-27.6-480,17.1417
ZT162185000441C1203,ac_power,2018-11-08 21:25:00,064744-3N00-4514_TRIO-27.6-480,16.777
ZT162185000441C1203,ac_power,2018-11-08 21:30:00,064744-3N00-4514_TRIO-27.6-480,16.4854
ZT162185000441C1203,ac_power,2018-11-08 21:35:00,064744-3N00-4514_TRIO-27.6-480,16.1737
ZT162185000441C1203,ac_power,2018-11-08 21:40:00,064744-3N00-4514_TRIO-27.6-480,15.7589
ZT162185000441C1203,ac_power,2018-11-08 21:45:00,064744-3N00-4514_TRIO-27.6-480,15.4125
ZT162185000441C1203,ac_power,2018-11-08 21:50:00,064744-3N00-4514_TRIO-27.6-480,14.9934
ZT162185000441C1203,ac_power,2018-11-08 21:55:00,064744-3N00-4514_TRIO-27.6-480,14.6298
ZT162185000441C1203,ac_power,2018-11-08 22:00:00,064744-3N00-4514_TRIO-27.6-480,14.3015
ZT162185000441C1203,ac_power,2018-11-08 22:05:00,064744-3N00-4514_TRIO-27.6-480,13.9345
ZT162185000441C1203,ac_power,2018-11-08 22:10:00,064744-3N00-4514_TRIO-27.6-480,13.3646
ZT162185000441C1203,ac_power,2018-11-08 22:15:00,064744-3N00-4514_TRIO-27.6-480,12.857
ZT162185000441C1203,ac_power,2018-11-08 22:20:00,064744-3N00-4514_TRIO-27.6-480,12.4665
ZT162185000441C1203,ac_power,2018-11-08 22:25:00,064744-3N00-4514_TRIO-27.6-480,12.0035
ZT162185000441C1203,ac_power,2018-11-08 22:30:00,064744-3N00-4514_TRIO-27.6-480,11.4506
ZT162185000441C1203,ac_power,2018-11-08 22:35:00,064744-3N00-4514_TRIO-27.6-480,10.9914
ZT162185000441C1203,ac_power,2018-11-08 22:40:00,064744-3N00-4514_TRIO-27.6-480,10.4241
ZT162185000441C1203,ac_power,2018-11-08 22:45:00,064744-3N00-4514_TRIO-27.6-480,9.9131
ZT162185000441C1203,ac_power,2018-11-08 22:50:00,064744-3N00-4514_TRIO-27.6-480,9.5156
ZT162185000441C1203,ac_power,2018-11-08 22:55:00,064744-3N00-4514_TRIO-27.6-480,9.0091
ZT162185000441C1203,ac_power,2018-11-08 23:00:00,064744-3N00-4514_TRIO-27.6-480,8.3821
ZT162185000441C1203,ac_power,2018-11-08 23:05:00,064744-3N00-4514_TRIO-27.6-480,7.8361
ZT162185000441C1203,ac_power,2018-11-08 23:10:00,064744-3N00-4514_TRIO-27.6-480,7.4104
ZT162185000441C1203,ac_power,2018-11-08 23:15:00,064744-3N00-4514_TRIO-27.6-480,6.908
ZT162185000441C1203,ac_power,2018-11-08 23:20:00,064744-3N00-4514_TRIO-27.6-480,6.2656
ZT162185000441C1203,ac_power,2018-11-08 23:25:00,064744-3N00-4514_TRIO-27.6-480,5.7253
ZT162185000441C1203,ac_power,2018-11-08 23:30:00,064744-3N00-4514_TRIO-27.6-480,5.1875
ZT162185000441C1203,ac_power,2018-11-08 23:35:00,064744-3N00-4514_TRIO-27.6-480,4.7137
ZT162185000441C1203,ac_power,2018-11-08 23:40:00,064744-3N00-4514_TRIO-27.6-480,4.1676
ZT162185000441C1203,ac_power,2018-11-08 23:45:00,064744-3N00-4514_TRIO-27.6-480,3.5787
ZT162185000441C1203,ac_power,2018-11-08 23:50:00,064744-3N00-4514_TRIO-27.6-480,2.9707
ZT162185000441C1203,ac_power,2018-11-08 23:55:00,064744-3N00-4514_TRIO-27.6-480,2.4204
ZT162185000441C1203,ac_power,2018-11-09 00:00:00,064744-3N00-4514_TRIO-27.6-480,1.9646
ZT162185000441C1203,ac_power,2018-11-09 00:05:00,064744-3N00-4514_TRIO-27.6-480,1.547
ZT162185000441C1203,ac_power,2018-11-09 00:10:00,064744-3N00-4514_TRIO-27.6-480,1.2064
ZT162185000441C1203,ac_power,2018-11-09 00:15:00,064744-3N00-4514_TRIO-27.6-480,1.0059
ZT162185000441C1203,ac_power,2018-11-09 00:20:00,064744-3N00-4514_TRIO-27.6-480,0.8276
ZT162185000441C1203,ac_power,2018-11-09 00:25:00,064744-3N00-4514_TRIO-27.6-480,0.6577
ZT162185000441C1203,ac_power,2018-11-09 00:30:00,064744-3N00-4514_TRIO-27.6-480,0.4824
ZT162185000441C1203,ac_power,2018-11-09 00:35:00,064744-3N00-4514_TRIO-27.6-480,0.3136
ZT162185000441C1203,ac_power,2018-11-09 00:40:00,064744-3N00-4514_TRIO-27.6-480,0.1525
ZT162185000441C1203,ac_power,2018-11-09 00:45:00,064744-3N00-4514_TRIO-27.6-480,0.0291
ZT162185000441C1203,ac_power,2018-11-09 00:50:00,064744-3N00-4514_TRIO-27.6-480,0.0
ZT162185000441C1203,ac_power,2018-11-09 00:55:00,064744-3N00-4514_TRIO-27.6-480,0.0
ZT162185000441C1203,ac_power,2018-11-09 01:00:00,064744-3N00-4514_TRIO-27.6-480,0.0
ZT162185000441C1203,ac_power,2018-11-09 01:05:00,064744-3N00-4514_TRIO-27.6-480,0.0
ZT162185000441C1203,ac_power,2018-11-09 01:10:00,064744-3N00-4514_TRIO-27.6-480,0.0
ZT162185000441C1203,ac_power,2018-11-09 14:05:00,064744-3N00-4514_TRIO-27.6-480,0.0
ZT162185000441C1203,ac_power,2018-11-09 14:10:00,064744-3N00-4514_TRIO-27.6-480,0.0
ZT162185000441C1203,ac_power,2018-11-09 14:15:00,064744-3N00-4514_TRIO-27.6-480,0.0
ZT162185000441C1203,ac_power,2018-11-09 14:20:00,064744-3N00-4514_TRIO-27.6-480,0.003
ZT162185000441C1203,ac_power,2018-11-09 14:25:00,064744-3N00-4514_TRIO-27.6-480,0.1165
ZT162185000441C1203,ac_power,2018-11-09 14:30:00,064744-3N00-4514_TRIO-27.6-480,0.2699
ZT162185000441C1203,ac_power,2018-11-09 14:35:00,064744-3N00-4514_TRIO-27.6-480,0.3862
ZT162185000441C1203,ac_power,2018-11-09 14:40:00,064744-3N00-4514_TRIO-27.6-480,0.5117
ZT162185000441C1203,ac_power,2018-11-09 14:45:00,064744-3N00-4514_TRIO-27.6-480,0.6253
ZT162185000441C1203,ac_power,2018-11-09 14:50:00,064744-3N00-4514_TRIO-27.6-480,0.7367
ZT162185000441C1203,ac_power,2018-11-09 14:55:00,064744-3N00-4514_TRIO-27.6-480,0.9236
ZT162185000441C1203,ac_power,2018-11-09 15:00:00,064744-3N00-4514_TRIO-27.6-480,1.3985
ZT162185000441C1203,ac_power,2018-11-09 15:05:00,064744-3N00-4514_TRIO-27.6-480,2.058
ZT162185000441C1203,ac_power,2018-11-09 15:10:00,064744-3N00-4514_TRIO-27.6-480,2.8242
ZT162185000441C1203,ac_power,2018-11-09 15:15:00,064744-3N00-4514_TRIO-27.6-480,3.6277
ZT162185000441C1203,ac_power,2018-11-09 15:20:00,064744-3N00-4514_TRIO-27.6-480,4.391
ZT162185000441C1203,ac_power,2018-11-09 15:25:00,064744-3N00-4514_TRIO-27.6-480,5.0892
ZT162185000441C1203,ac_power,2018-11-09 15:30:00,064744-3N00-4514_TRIO-27.6-480,5.7293
ZT162185000441C1203,ac_power,2018-11-09 15:35:00,064744-3N00-4514_TRIO-27.6-480,6.3602
ZT162185000441C1203,ac_power,2018-11-09 15:40:00,064744-3N00-4514_TRIO-27.6-480,6.9789
ZT162185000441C1203,ac_power,2018-11-09 15:45:00,064744-3N00-4514_TRIO-27.6-480,7.6247
ZT162185000441C1203,ac_power,2018-11-09 15:50:00,064744-3N00-4514_TRIO-27.6-480,8.2847
ZT162185000441C1203,ac_power,2018-11-09 15:55:00,064744-3N00-4514_TRIO-27.6-480,8.9396
ZT162185000441C1203,ac_power,2018-11-09 16:00:00,064744-3N00-4514_TRIO-27.6-480,9.5764
ZT162185000441C1203,ac_power,2018-11-09 16:05:00,064744-3N00-4514_TRIO-27.6-480,10.2223
ZT162185000441C1203,ac_power,2018-11-09 16:10:00,064744-3N00-4514_TRIO-27.6-480,10.828
ZT162185000441C1203,ac_power,2018-11-09 16:15:00,064744-3N00-4514_TRIO-27.6-480,11.4242
ZT162185000441C1203,ac_power,2018-11-09 16:20:00,064744-3N00-4514_TRIO-27.6-480,12.0488
ZT162185000441C1203,ac_power,2018-11-09 16:25:00,064744-3N00-4514_TRIO-27.6-480,12.6174
ZT162185000441C1203,ac_power,2018-11-09 16:30:00,064744-3N00-4514_TRIO-27.6-480,13.1897
ZT162185000441C1203,ac_power,2018-11-09 16:35:00,064744-3N00-4514_TRIO-27.6-480,13.744
ZT162185000441C1203,ac_power,2018-11-09 16:40:00,064744-3N00-4514_TRIO-27.6-480,14.2683
ZT162185000441C1203,ac_power,2018-11-09 16:45:00,064744-3N00-4514_TRIO-27.6-480,14.7921
ZT162185000441C1203,ac_power,2018-11-09 16:50:00,064744-3N00-4514_TRIO-27.6-480,15.2663
ZT162185000441C1203,ac_power,2018-11-09 16:55:00,064744-3N00-4514_TRIO-27.6-480,15.7813
ZT162185000441C1203,ac_power,2018-11-09 17:00:00,064744-3N00-4514_TRIO-27.6-480,16.2062
ZT162185000441C1203,ac_power,2018-11-09 17:05:00,064744-3N00-4514_TRIO-27.6-480,16.6511
ZT162185000441C1203,ac_power,2018-11-09 17:10:00,064744-3N00-4514_TRIO-27.6-480,17.0852
ZT162185000441C1203,ac_power,2018-11-09 17:15:00,064744-3N00-4514_TRIO-27.6-480,17.5139
ZT162185000441C1203,ac_power,2018-11-09 17:20:00,064744-3N00-4514_TRIO-27.6-480,17.9236
ZT162185000441C1203,ac_power,2018-11-09 17:25:00,064744-3N00-4514_TRIO-27.6-480,18.3344
ZT162185000441C1203,ac_power,2018-11-09 17:30:00,064744-3N00-4514_TRIO-27.6-480,18.7106
ZT162185000441C1203,ac_power,2018-11-09 17:35:00,064744-3N00-4514_TRIO-27.6-480,19.0592
ZT162185000441C1203,ac_power,2018-11-09 17:40:00,064744-3N00-4514_TRIO-27.6-480,19.4153
ZT162185000441C1203,ac_power,2018-11-09 17:45:00,064744-3N00-4514_TRIO-27.6-480,19.7833
ZT162185000441C1203,ac_power,2018-11-09 17:50:00,064744-3N00-4514_TRIO-27.6-480,20.0946
ZT162185000441C1203,ac_power,2018-11-09 17:55:00,064744-3N00-4514_TRIO-27.6-480,20.3955
ZT162185000441C1203,ac_power,2018-11-09 18:00:00,064744-3N00-4514_TRIO-27.6-480,20.7203
ZT162185000441C1203,ac_power,2018-11-09 18:05:00,064744-3N00-4514_TRIO-27.6-480,20.978
ZT162185000441C1203,ac_power,2018-11-09 18:10:00,064744-3N00-4514_TRIO-27.6-480,21.209
ZT162185000441C1203,ac_power,2018-11-09 18:15:00,064744-3N00-4514_TRIO-27.6-480,21.411
ZT162185000441C1203,ac_power,2018-11-09 18:20:00,064744-3N00-4514_TRIO-27.6-480,21.564
ZT162185000441C1203,ac_power,2018-11-09 18:25:00,064744-3N00-4514_TRIO-27.6-480,21.8549
ZT162185000441C1203,ac_power,2018-11-09 18:30:00,064744-3N00-4514_TRIO-27.6-480,22.0255
ZT162185000441C1203,ac_power,2018-11-09 18:35:00,064744-3N00-4514_TRIO-27.6-480,22.1174
ZT162185000441C1203,ac_power,2018-11-09 18:40:00,064744-3N00-4514_TRIO-27.6-480,22.2243
ZT162185000441C1203,ac_power,2018-11-09 18:45:00,064744-3N00-4514_TRIO-27.6-480,22.357
ZT162185000441C1203,ac_power,2018-11-09 18:50:00,064744-3N00-4514_TRIO-27.6-480,22.5549
ZT162185000441C1203,ac_power,2018-11-09 18:55:00,064744-3N00-4514_TRIO-27.6-480,22.6903
ZT162185000441C1203,ac_power,2018-11-09 19:00:00,064744-3N00-4514_TRIO-27.6-480,22.783
ZT162185000441C1203,ac_power,2018-11-09 19:05:00,064744-3N00-4514_TRIO-27.6-480,22.8809
ZT162185000441C1203,ac_power,2018-11-09 19:10:00,064744-3N00-4514_TRIO-27.6-480,22.9154
ZT162185000441C1203,ac_power,2018-11-09 19:15:00,064744-3N00-4514_TRIO-27.6-480,22.9635
ZT162185000441C1203,ac_power,2018-11-09 19:20:00,064744-3N00-4514_TRIO-27.6-480,22.9748
ZT162185000441C1203,ac_power,2018-11-09 19:25:00,064744-3N00-4514_TRIO-27.6-480,22.9376
ZT162185000441C1203,ac_power,2018-11-09 19:30:00,064744-3N00-4514_TRIO-27.6-480,22.9199
ZT162185000441C1203,ac_power,2018-11-09 19:35:00,064744-3N00-4514_TRIO-27.6-480,22.9127
ZT162185000441C1203,ac_power,2018-11-09 19:40:00,064744-3N00-4514_TRIO-27.6-480,22.8995
ZT162185000441C1203,ac_power,2018-11-09 19:45:00,064744-3N00-4514_TRIO-27.6-480,22.8938
ZT162185000441C1203,ac_power,2018-11-09 19:50:00,064744-3N00-4514_TRIO-27.6-480,22.8645
ZT162185000441C1203,ac_power,2018-11-09 19:55:00,064744-3N00-4514_TRIO-27.6-480,22.7569
ZT162185000441C1203,ac_power,2018-11-09 20:00:00,064744-3N00-4514_TRIO-27.6-480,22.6988
ZT162185000441C1203,ac_power,2018-11-09 20:05:00,064744-3N00-4514_TRIO-27.6-480,22.6089
ZT162185000441C1203,ac_power,2018-11-09 20:10:00,064744-3N00-4514_TRIO-27.6-480,22.5122
ZT162185000441C1203,ac_power,2018-11-09 20:15:00,064744-3N00-4514_TRIO-27.6-480,22.362
ZT162185000441C1203,ac_power,2018-11-09 20:20:00,064744-3N00-4514_TRIO-27.6-480,22.1993
ZT162185000441C1203,ac_power,2018-11-09 20:25:00,064744-3N00-4514_TRIO-27.6-480,22.0308
ZT162185000441C1203,ac_power,2018-11-09 20:30:00,064744-3N00-4514_TRIO-27.6-480,21.8542
ZT162185000441C1203,ac_power,2018-11-09 20:35:00,064744-3N00-4514_TRIO-27.6-480,21.6876
ZT162185000441C1203,ac_power,2018-11-09 20:40:00,064744-3N00-4514_TRIO-27.6-480,21.5031
ZT162185000441C1203,ac_power,2018-11-09 20:45:00,064744-3N00-4514_TRIO-27.6-480,21.343
ZT162185000441C1203,ac_power,2018-11-09 20:50:00,064744-3N00-4514_TRIO-27.6-480,21.1486
ZT162185000441C1203,ac_power,2018-11-09 20:55:00,064744-3N00-4514_TRIO-27.6-480,20.8985
ZT162185000441C1203,ac_power,2018-11-09 21:00:00,064744-3N00-4514_TRIO-27.6-480,20.6052
ZT162185000441C1203,ac_power,2018-11-09 21:05:00,064744-3N00-4514_TRIO-27.6-480,20.3579
ZT162185000441C1203,ac_power,2018-11-09 21:10:00,064744-3N00-4514_TRIO-27.6-480,20.091
ZT162185000441C1203,ac_power,2018-11-09 21:15:00,064744-3N00-4514_TRIO-27.6-480,19.7744
ZT162185000441C1203,ac_power,2018-11-09 21:20:00,064744-3N00-4514_TRIO-27.6-480,19.4607
ZT162185000441C1203,ac_power,2018-11-09 21:25:00,064744-3N00-4514_TRIO-27.6-480,19.1149
ZT162185000441C1203,ac_power,2018-11-09 21:30:00,064744-3N00-4514_TRIO-27.6-480,18.7928
ZT162185000441C1203,ac_power,2018-11-09 21:35:00,064744-3N00-4514_TRIO-27.6-480,18.4494
ZT162185000441C1203,ac_power,2018-11-09 21:40:00,064744-3N00-4514_TRIO-27.6-480,17.9761
ZT162185000441C1203,ac_power,2018-11-09 21:45:00,064744-3N00-4514_TRIO-27.6-480,17.631
ZT162185000441C1203,ac_power,2018-11-09 21:50:00,064744-3N00-4514_TRIO-27.6-480,17.2206
ZT162185000441C1203,ac_power,2018-11-09 21:55:00,064744-3N00-4514_TRIO-27.6-480,16.8098
ZT162185000441C1203,ac_power,2018-11-09 22:00:00,064744-3N00-4514_TRIO-27.6-480,16.3801
ZT162185000441C1203,ac_power,2018-11-09 22:05:00,064744-3N00-4514_TRIO-27.6-480,15.9739
